🙍‍♂️	man frowning	man,frowning,sad,unhappy,disappointed,worried,male								🙍🏻‍♂️	🙍🏼‍♂️	🙍🏽‍♂️	🙍🏾‍♂️	🙍🏿‍♂️
🙍‍♀️	woman frowning	woman,frowning,sad,unhappy,disappointed,worried,female								🙍🏻‍♀️	🙍🏼‍♀️	🙍🏽‍♀️	🙍🏾‍♀️	🙍🏿‍♀️
🙎	person pouting	person,pouting,sulking,unhappy,annoyed,displeased								🙎🏻	🙎🏼	🙎🏽	🙎🏾	🙎🏿
🙎‍♂️	man pouting	man,pouting,sulking,unhappy,annoyed,displeased,male								🙎🏻‍♂️	🙎🏼‍♂️	🙎🏽‍♂️	🙎🏾‍♂️	🙎🏿‍♂️
🙎‍♀️	woman pouting	woman,pouting,sulking,unhappy,annoyed,displeased,female								🙎🏻‍♀️	🙎🏼‍♀️	🙎🏽‍♀️	🙎🏾‍♀️	🙎🏿‍♀️
🙅	person gesturing NO	person,gesturing,no,stop,deny,reject,x								🙅🏻	🙅🏼	🙅🏽	🙅🏾	🙅🏿
🙅‍♂️	man gesturing NO	man,gesturing,no,stop,deny,reject,x,male								🙅🏻‍♂️	🙅🏼‍♂️	🙅🏽‍♂️	🙅🏾‍♂️	🙅🏿‍♂️
🙅‍♀️	woman gesturing NO	woman,gesturing,no,stop,deny,reject,x,female								🙅🏻‍♀️	🙅🏼‍♀️	🙅🏽‍♀️	🙅🏾‍♀️	🙅🏿‍♀️
🙆	person gesturing OK	person,gesturing,ok,okay,approve,yes,good								🙆🏻	🙆🏼	🙆🏽	🙆🏾	🙆🏿
🙆‍♂️	man gesturing OK	man,gesturing,ok,okay,approve,yes,good,male								🙆🏻‍♂️	🙆🏼‍♂️	🙆🏽‍♂️	🙆🏾‍♂️	🙆🏿‍♂️
🙆‍♀️	woman gesturing OK	woman,gesturing,ok,okay,approve,yes,good,female								🙆🏻‍♀️	🙆🏼‍♀️	🙆🏽‍♀️	🙆🏾‍♀️	🙆🏿‍♀️
💁	person tipping hand	person,tipping hand,sassy,information,help,customer service,shrug								💁🏻	💁🏼	💁🏽	💁🏾	💁🏿
💁‍♂️	man tipping hand	man,tipping hand,sassy,information,help,customer service,shrug,male								💁🏻‍♂️	💁🏼‍♂️	💁🏽‍♂️	💁🏾‍♂️	💁🏿‍♂️
💁‍♀️	woman tipping hand	woman,tipping hand,sassy,information,help,customer service,shrug,female								💁🏻‍♀️	💁🏼‍♀️	💁🏽‍♀️	💁🏾‍♀️	💁🏿‍♀️
🙋	person raising hand	person,raising hand,ask,question,volunteer,participate								🙋🏻	🙋🏼	🙋🏽	🙋🏾	🙋🏿
🙋‍♂️	man raising hand	man,raising hand,ask,question,volunteer,participate,male								🙋🏻‍♂️	🙋🏼‍♂️	🙋🏽‍♂️	🙋🏾‍♂️	🙋🏿‍♂️
🙋‍♀️	woman raising hand	woman,raising hand,ask,question,volunteer,participate,female								🙋🏻‍♀️	🙋🏼‍♀️	🙋🏽‍♀️	🙋🏾‍♀️	🙋🏿‍♀️
🧏	deaf person	deaf,person,hearing impaired,sign language,ear								🧏🏻	🧏🏼	🧏🏽	🧏🏾	🧏🏿
🧏‍♂️	deaf man	deaf,man,hearing impaired,sign language,male								🧏🏻‍♂️	🧏🏼‍♂️	🧏🏽‍♂️	🧏🏾‍♂️	🧏🏿‍♂️
🧏‍♀️	deaf woman	deaf,woman,hearing impaired,sign language,female								🧏🏻‍♀️	🧏🏼‍♀️	🧏🏽‍♀️	🧏🏾‍♀️	🧏🏿‍♀️
🙇	person bowing	person,bowing,thank you,apology,respect,greeting								🙇🏻	🙇🏼	🙇🏽	🙇🏾	🙇🏿
🙇‍♂️	man bowing	man,bowing,thank you,apology,respect,greeting,male								🙇🏻‍♂️	🙇🏼‍♂️	🙇🏽‍♂️	🙇🏾‍♂️	🙇🏿‍♂️
🙇‍♀️	woman bowing	woman,bowing,thank you,apology,respect,greeting,female								🙇🏻‍♀️	🙇🏼‍♀️	🙇🏽‍♀️	🙇🏾‍♀️	🙇🏿‍♀️
🤦	person facepalming	person,facepalming,frustration,embarrassment,disbelief,fail								🤦🏻	🤦🏼	🤦🏽	🤦🏾	🤦🏿
🤦‍♂️	man facepalming	man,facepalming,frustration,embarrassment,disbelief,fail,male								🤦🏻‍♂️	🤦🏼‍♂️	🤦🏽‍♂️	🤦🏾‍♂️	🤦🏿‍♂️
🤦‍♀️	woman facepalming	woman,facepalming,frustration,embarrassment,disbelief,fail,female								🤦🏻‍♀️	🤦🏼‍♀️	🤦🏽‍♀️	🤦🏾‍♀️	🤦🏿‍♀️
🤷	person shrugging	person,shrugging,i don't know,indifference,uncertainty,what								🤷🏻	🤷🏼	🤷🏽	🤷🏾	🤷🏿
🤷‍♂️	man shrugging	man,shrugging,i don't know,indifference,uncertainty,what,male								🤷🏻‍♂️	🤷🏼‍♂️	🤷🏽‍♂️	🤷🏾‍♂️	🤷🏿‍♂️
🤷‍♀️	woman shrugging	woman,shrugging,i don't know,indifference,uncertainty,what,female								🤷🏻‍♀️	🤷🏼‍♀️	🤷🏽‍♀️	🤷🏾‍♀️	🤷🏿‍♀️
🧑‍⚕️	health worker	health worker,doctor,nurse,paramedic,medical,healthcare								🧑🏻‍⚕️	🧑🏼‍⚕️	🧑🏽‍⚕️	🧑🏾‍⚕️	🧑🏿‍⚕️
👨‍⚕️	man health worker	man,health worker,doctor,nurse,paramedic,medical,healthcare,male								👨🏻‍⚕️	👨🏼‍⚕️	👨🏽‍⚕️	👨🏾‍⚕️	👨🏿‍⚕️
👩‍⚕️	woman health worker	woman,health worker,doctor,nurse,paramedic,medical,healthcare,female								👩🏻‍⚕️	👩🏼‍⚕️	👩🏽‍⚕️	👩🏾‍⚕️	👩🏿‍⚕️
🧑‍🎓	student	student,graduate,school,college,university,learn								🧑🏻‍🎓	🧑🏼‍🎓	🧑🏽‍🎓	🧑🏾‍🎓	🧑🏿‍🎓
👨‍🎓	man student	man,student,graduate,school,college,university,learn,male								👨🏻‍🎓	👨🏼‍🎓	👨🏽‍🎓	👨🏾‍🎓	👨🏿‍🎓
👩‍🎓	woman student	woman,student,graduate,school,college,university,learn,female								👩🏻‍🎓	👩🏼‍🎓	👩🏽‍🎓	👩🏾‍🎓	👩🏿‍🎓
🧑‍🏫	teacher	teacher,professor,instructor,educator,school,teach								🧑🏻‍🏫	🧑🏼‍🏫	🧑🏽‍🏫	🧑🏾‍🏫	🧑🏿‍🏫
👨‍🏫	man teacher	man,teacher,professor,instructor,educator,school,teach,male								👨🏻‍🏫	👨🏼‍🏫	👨🏽‍🏫	👨🏾‍🏫	👨🏿‍🏫
👩‍🏫	woman teacher	woman,teacher,professor,instructor,educator,school,teach,female								👩🏻‍🏫	👩🏼‍🏫	👩🏽‍🏫	👩🏾‍🏫	👩🏿‍🏫
🧑‍⚖️	judge	judge,justice,court,law,legal,gavel								🧑🏻‍⚖️	🧑🏼‍⚖️	🧑🏽‍⚖️	🧑🏾‍⚖️	🧑🏿‍⚖️
👨‍⚖️	man judge	man,judge,justice,court,law,legal,gavel,male								👨🏻‍⚖️	👨🏼‍⚖️	👨🏽‍⚖️	👨🏾‍⚖️	👨🏿‍⚖️
👩‍⚖️	woman judge	woman,judge,justice,court,law,legal,gavel,female								👩🏻‍⚖️	👩🏼‍⚖️	👩🏽‍⚖️	👩🏾‍⚖️	👩🏿‍⚖️
🧑‍🌾	farmer	farmer,agriculture,farm,grow,crop,tractor								🧑🏻‍🌾	🧑🏼‍🌾	🧑🏽‍🌾	🧑🏾‍🌾	🧑🏿‍🌾
👨‍🌾	man farmer	man,farmer,agriculture,farm,grow,crop,male								👨🏻‍🌾	👨🏼‍🌾	👨🏽‍🌾	👨🏾‍🌾	👨🏿‍🌾
👩‍🌾	woman farmer	woman,farmer,agriculture,farm,grow,crop,female								👩🏻‍🌾	👩🏼‍🌾	👩🏽‍🌾	👩🏾‍🌾	👩🏿‍🌾
🧑‍🍳	cook	cook,chef,kitchen,food,restaurant,prepare								🧑🏻‍🍳	🧑🏼‍🍳	🧑🏽‍🍳	🧑🏾‍🍳	🧑🏿‍🍳
👨‍🍳	man cook	man,cook,chef,kitchen,food,restaurant,prepare,male								👨🏻‍🍳	👨🏼‍🍳	👨🏽‍🍳	👨🏾‍🍳	👨🏿‍🍳
👩‍🍳	woman cook	woman,cook,chef,kitchen,food,restaurant,prepare,female								👩🏻‍🍳	👩🏼‍🍳	👩🏽‍🍳	👩🏾‍🍳	👩🏿‍🍳
🧑‍🔧	mechanic	mechanic,repair,engineer,tools,fix,car								🧑🏻‍🔧	🧑🏼‍🔧	🧑🏽‍🔧	🧑🏾‍🔧	🧑🏿‍🔧
👨‍🔧	man mechanic	man,mechanic,repair,engineer,tools,fix,car,male								👨🏻‍🔧	👨🏼‍🔧	👨🏽‍🔧	👨🏾‍🔧	👨🏿‍🔧
👩‍🔧	woman mechanic	woman,mechanic,repair,engineer,tools,fix,car,female								👩🏻‍🔧	👩🏼‍🔧	👩🏽‍🔧	👩🏾‍🔧	👩🏿‍🔧
🧑‍🏭	factory worker	factory worker,assembly line,industry,manufacture,labor								🧑🏻‍🏭	🧑🏼‍🏭	🧑🏽‍🏭	🧑🏾‍🏭	🧑🏿‍🏭
👨‍🏭	man factory worker	man,factory worker,assembly line,industry,manufacture,labor,male								👨🏻‍🏭	👨🏼‍🏭	👨🏽‍🏭	👨🏾‍🏭	👨🏿‍🏭
👩‍🏭	woman factory worker	woman,factory worker,assembly line,industry,manufacture,labor,female								👩🏻‍🏭	👩🏼‍🏭	👩🏽‍🏭	👩🏾‍🏭	👩🏿‍🏭
🧑‍💼	office worker	office worker,business,suit,professional,desk,work								🧑🏻‍💼	🧑🏼‍💼	🧑🏽‍💼	🧑🏾‍💼	🧑🏿‍💼
👨‍💼	man office worker	man,office worker,business,suit,professional,desk,work,male								👨🏻‍💼	👨🏼‍💼	👨🏽‍💼	👨🏾‍💼	👨🏿‍💼
👩‍💼	woman office worker	woman,office worker,business,suit,professional,desk,work,female								👩🏻‍💼	👩🏼‍💼	👩🏽‍💼	👩🏾‍💼	👩🏿‍💼
🧑‍🔬	scientist	scientist,laboratory,research,experiment,science,discovery								🧑🏻‍🔬	🧑🏼‍🔬	🧑🏽‍🔬	🧑🏾‍🔬	🧑🏿‍🔬
👨‍🔬	man scientist	man,scientist,laboratory,research,experiment,science,discovery,male								👨🏻‍🔬	👨🏼‍🔬	👨🏽‍🔬	👨🏾‍🔬	👨🏿‍🔬
👩‍🔬	woman scientist	woman,scientist,laboratory,research,experiment,science,discovery,female								👩🏻‍🔬	👩🏼‍🔬	👩🏽‍🔬	👩🏾‍🔬	👩🏿‍🔬
🧑‍💻	technologist	technologist,coder,programmer,developer,computer,tech								🧑🏻‍💻	🧑🏼‍💻	🧑🏽‍💻	🧑🏾‍💻	🧑🏿‍💻
👨‍💻	man technologist	man,technologist,coder,programmer,developer,computer,tech,male								👨🏻‍💻	👨🏼‍💻	👨🏽‍💻	👨🏾‍💻	👨🏿‍💻
👩‍💻	woman technologist	woman,technologist,coder,programmer,developer,computer,tech,female								👩🏻‍💻	👩🏼‍💻	👩🏽‍💻	👩🏾‍💻	👩🏿‍💻
🧑‍🎤	singer	singer,artist,music,microphone,perform,vocalist								🧑🏻‍🎤	🧑🏼‍🎤	🧑🏽‍🎤	🧑🏾‍🎤	🧑🏿‍🎤
👨‍🎤	man singer	man,singer,artist,music,microphone,perform,vocalist,male								👨🏻‍🎤	👨🏼‍🎤	👨🏽‍🎤	👨🏾‍🎤	👨🏿‍🎤
👩‍🎤	woman singer	woman,singer,artist,music,microphone,perform,vocalist,female								👩🏻‍🎤	👩🏼‍🎤	👩🏽‍🎤	👩🏾‍🎤	👩🏿‍🎤
🧑‍🎨	artist	artist,painter,sculptor,creator,art,design								🧑🏻‍🎨	🧑🏼‍🎨	🧑🏽‍🎨	🧑🏾‍🎨	🧑🏿‍🎨
👨‍🎨	man artist	man,artist,painter,sculptor,creator,art,design,male								👨🏻‍🎨	👨🏼‍🎨	👨🏽‍🎨	👨🏾‍🎨	👨🏿‍🎨
👩‍🎨	woman artist	woman,artist,painter,sculptor,creator,art,design,female								👩🏻‍🎨	👩🏼‍🎨	👩🏽‍🎨	👩🏾‍🎨	👩🏿‍🎨
🧑‍✈️	pilot	pilot,airplane,flight,airport,fly,aircraft								🧑🏻‍✈️	🧑🏼‍✈️	🧑🏽‍✈️	🧑🏾‍✈️	🧑🏿‍✈️
👨‍✈️	man pilot	man,pilot,airplane,flight,airport,fly,aircraft,male								👨🏻‍✈️	👨🏼‍✈️	👨🏽‍✈️	👨🏾‍✈️	👨🏿‍✈️
👩‍✈️	woman pilot	woman,pilot,airplane,flight,airport,fly,aircraft,female								👩🏻‍✈️	👩🏼‍✈️	👩🏽‍✈️	👩🏾‍✈️	👩🏿‍✈️
🧑‍🚀	astronaut	astronaut,space,rocket,nasa,galaxy,outer space								🧑🏻‍🚀	🧑🏼‍🚀	🧑🏽‍🚀	🧑🏾‍🚀	🧑🏿‍🚀
👨‍🚀	man astronaut	man,astronaut,space,rocket,nasa,galaxy,outer space,male								👨🏻‍🚀	👨🏼‍🚀	👨🏽‍🚀	👨🏾‍🚀	👨🏿‍🚀
👩‍🚀	woman astronaut	woman,astronaut,space,rocket,nasa,galaxy,outer space,female								👩🏻‍🚀	👩🏼‍🚀	👩🏽‍🚀	👩🏾‍🚀	👩🏿‍🚀
🧑‍🚒	firefighter	firefighter,fire,rescue,emergency,hose,brave								🧑🏻‍🚒	🧑🏼‍🚒	🧑🏽‍🚒	🧑🏾‍🚒	🧑🏿‍🚒
👨‍🚒	man firefighter	man,firefighter,fire,rescue,emergency,hose,brave,male								👨🏻‍🚒	👨🏼‍🚒	👨🏽‍🚒	👨🏾‍🚒	👨🏿‍🚒
👩‍🚒	woman firefighter	woman,firefighter,fire,rescue,emergency,hose,brave,female								👩🏻‍🚒	👩🏼‍🚒	👩🏽‍🚒	👩🏾‍🚒	👩🏿‍🚒
👮	police officer	police,officer,cop,law enforcement,justice,arrest								👮🏻	👮🏼	👮🏽	👮🏾	👮🏿
👮‍♂️	man police officer	man,police,officer,cop,law enforcement,justice,arrest,male								👮🏻‍♂️	👮🏼‍♂️	👮🏽‍♂️	👮🏾‍♂️	👮🏿‍♂️
👮‍♀️	woman police officer	woman,police,officer,cop,law enforcement,justice,arrest,female								👮🏻‍♀️	👮🏼‍♀️	👮🏽‍♀️	👮🏾‍♀️	👮🏿‍♀️
🕵️	detective	detective,spy,investigator,mystery,magnifying glass,clue								🕵🏻	🕵🏼	🕵🏽	🕵🏾	🕵🏿
🕵️‍♂️	man detective	man,detective,spy,investigator,mystery,magnifying glass,clue,male								🕵🏻‍♂️	🕵🏼‍♂️	🕵🏽‍♂️	🕵🏾‍♂️	🕵🏿‍♂️
🕵️‍♀️	woman detective	woman,detective,spy,investigator,mystery,magnifying glass,clue,female								🕵🏻‍♀️	🕵🏼‍♀️	🕵🏽‍♀️	🕵🏾‍♀️	🕵🏿‍♀️
💂	guard	guard,security,royal,watch,protect,sentry								💂🏻	💂🏼	💂🏽	💂🏾	💂🏿
💂‍♂️	man guard	man,guard,security,royal,watch,protect,sentry,male								💂🏻‍♂️	💂🏼‍♂️	💂🏽‍♂️	💂🏾‍♂️	💂🏿‍♂️
💂‍♀️	woman guard	woman,guard,security,royal,watch,protect,sentry,female								💂🏻‍♀️	💂🏼‍♀️	💂🏽‍♀️	💂🏾‍♀️	💂🏿‍♀️
🥷	ninja	ninja,assassin,martial arts,stealth,fighter,japan								🥷🏻	🥷🏼	🥷🏽	🥷🏾	🥷🏿
👷	construction worker	construction worker,hard hat,building,labor,tools,site								👷🏻	👷🏼	👷🏽	👷🏾	👷🏿
👷‍♂️	man construction worker	man,construction worker,hard hat,building,labor,tools,site,male								👷🏻‍♂️	👷🏼‍♂️	👷🏽‍♂️	👷🏾‍♂️	👷🏿‍♂️
👷‍♀️	woman construction worker	woman,construction worker,hard hat,building,labor,tools,site,female								👷🏻‍♀️	👷🏼‍♀️	👷🏽‍♀️	👷🏾‍♀️	👷🏿‍♀️
🫅	person with crown	person,crown,royal,king,queen,majesty,royalty								🫅🏻	🫅🏼	🫅🏽	🫅🏾	🫅🏿
🤴	prince	prince,royal,king,male,royalty,crown								🤴🏻	🤴🏼	🤴🏽	🤴🏾	🤴🏿
👸	princess	princess,royal,queen,female,royalty,crown								👸🏻	👸🏼	👸🏽	👸🏾	👸🏿
👳	person wearing turban	person,turban,headwear,sikh,culture,religious								👳🏻	👳🏼	👳🏽	👳🏾	👳🏿
👳‍♂️	man wearing turban	man,turban,headwear,sikh,culture,religious,male								👳🏻‍♂️	👳🏼‍♂️	👳🏽‍♂️	👳🏾‍♂️	👳🏿‍♂️
👳‍♀️	woman wearing turban	woman,turban,headwear,sikh,culture,religious,female								👳🏻‍♀️	👳🏼‍♀️	👳🏽‍♀️	👳🏾‍♀️	👳🏿‍♀️
👲	person with skullcap	person,skullcap,do rag,headwear,ethnic,religious								👲🏻	👲🏼	👲🏽	👲🏾	👲🏿
🧕	woman with headscarf	woman,headscarf,hijab,veil,muslim,modesty,female								🧕🏻	🧕🏼	🧕🏽	🧕🏾	🧕🏿
🤵	person in tuxedo	person,tuxedo,suit,formal,wedding,gentleman,event								🤵🏻	🤵🏼	🤵🏽	🤵🏾	🤵🏿
🤵‍♂️	man in tuxedo	man,tuxedo,suit,formal,wedding,gentleman,event,male								🤵🏻‍♂️	🤵🏼‍♂️	🤵🏽‍♂️	🤵🏾‍♂️	🤵🏿‍♂️
🤵‍♀️	woman in tuxedo	woman,tuxedo,suit,formal,wedding,event,female								🤵🏻‍♀️	🤵🏼‍♀️	🤵🏽‍♀️	🤵🏾‍♀️	🤵🏿‍♀️
👰	person with veil	person,veil,wedding,bride,marriage,ceremony								👰🏻	👰🏼	👰🏽	👰🏾	👰🏿
👰‍♂️	man with veil	man,veil,wedding,groom,marriage,ceremony,male								👰🏻‍♂️	👰🏼‍♂️	👰🏽‍♂️	👰🏾‍♂️	👰🏿‍♂️
👰‍♀️	woman with veil	woman,veil,wedding,bride,marriage,ceremony,female								👰🏻‍♀️	👰🏼‍♀️	👰🏽‍♀️	👰🏾‍♀️	👰🏿‍♀️
🤰	pregnant woman	pregnant,woman,pregnancy,expecting,maternity,baby								🤰🏻	🤰🏼	🤰🏽	🤰🏾	🤰🏿
🫃	pregnant man	pregnant,man,pregnancy,expecting,maternity,baby,male								🫃🏻	🫃🏼	🫃🏽	🫃🏾	🫃🏿
🫄	pregnant person	pregnant,person,pregnancy,expecting,maternity,baby								🫄🏻	🫄🏼	🫄🏽	🫄🏾	🫄🏿
🤱	breast-feeding	breast-feeding,nursing,baby,milk,motherhood								🤱🏻	🤱🏼	🤱🏽	🤱🏾	🤱🏿
👩‍🍼	woman feeding baby	woman,feeding,baby,mother,nursing,bottle,care								👩🏻‍🍼	👩🏼‍🍼	👩🏽‍🍼	👩🏾‍🍼	👩🏿‍🍼
👨‍🍼	man feeding baby	man,feeding,baby,father,bottle,care,male								👨🏻‍🍼	👨🏼‍🍼	👨🏽‍🍼	👨🏾‍🍼	👨🏿‍🍼
🧑‍🍼	person feeding baby	person,feeding,baby,parent,bottle,care								🧑🏻‍🍼	🧑🏼‍🍼	🧑🏽‍🍼	🧑🏾‍🍼	🧑🏿‍🍼
👼	baby angel	baby,angel,halo,wings,heaven,innocent,cherub								👼🏻	👼🏼	👼🏽	👼🏾	👼🏿
🎅	Santa Claus	santa claus,christmas,saint nick,father christmas,holiday,present								🎅🏻	🎅🏼	🎅🏽	🎅🏾	🎅🏿
🤶	Mrs. Claus	mrs. claus,christmas,santa,holiday,wife								🤶🏻	🤶🏼	🤶🏽	🤶🏾	🤶🏿
🧑‍🎄	Mx Claus	mx claus,christmas,santa,gender neutral,holiday								🧑🏻‍🎄	🧑🏼‍🎄	🧑🏽‍🎄	🧑🏾‍🎄	🧑🏿‍🎄
🦸	superhero	superhero,hero,cape,power,comic,strong								🦸🏻	🦸🏼	🦸🏽	🦸🏾	🦸🏿
🦸‍♂️	man superhero	man,superhero,hero,cape,power,comic,strong,male								🦸🏻‍♂️	🦸🏼‍♂️	🦸🏽‍♂️	🦸🏾‍♂️	🦸🏿‍♂️
🦸‍♀️	woman superhero	woman,superhero,heroine,cape,power,comic,strong,female								🦸🏻‍♀️	🦸🏼‍♀️	🦸🏽‍♀️	🦸🏾‍♀️	🦸🏿‍♀️
🦹	supervillain	supervillain,villain,evil,bad,mask,cape								🦹🏻	🦹🏼	🦹🏽	🦹🏾	🦹🏿
🦹‍♂️	man supervillain	man,supervillain,villain,evil,bad,mask,cape,male								🦹🏻‍♂️	🦹🏼‍♂️	🦹🏽‍♂️	🦹🏾‍♂️	🦹🏿‍♂️
🦹‍♀️	woman supervillain	woman,supervillain,villain,evil,bad,mask,cape,female								🦹🏻‍♀️	🦹🏼‍♀️	🦹🏽‍♀️	🦹🏾‍♀️	🦹🏿‍♀️
🧙	mage	mage,wizard,sorcerer,witch,magic,spell								🧙🏻	🧙🏼	🧙🏽	🧙🏾	🧙🏿
🧙‍♂️	man mage	man,mage,wizard,sorcerer,magic,spell,male								🧙🏻‍♂️	🧙🏼‍♂️	🧙🏽‍♂️	🧙🏾‍♂️	🧙🏿‍♂️
🧙‍♀️	woman mage	woman,mage,witch,sorceress,magic,spell,female								🧙🏻‍♀️	🧙🏼‍♀️	🧙🏽‍♀️	🧙🏾‍♀️	🧙🏿‍♀️
🧚	fairy	fairy,pixie,wings,magic,enchanted,mythical								🧚🏻	🧚🏼	🧚🏽	🧚🏾	🧚🏿
🧚‍♂️	man fairy	man,fairy,pixie,wings,magic,enchanted,mythical,male								🧚🏻‍♂️	🧚🏼‍♂️	🧚🏽‍♂️	🧚🏾‍♂️	🧚🏿‍♂️
🧚‍♀️	woman fairy	woman,fairy,pixie,wings,magic,enchanted,mythical,female								🧚🏻‍♀️	🧚🏼‍♀️	🧚🏽‍♀️	🧚🏾‍♀️	🧚🏿‍♀️
🧛	vampire	vampire,dracula,undead,fangs,blood,halloween								🧛🏻	🧛🏼	🧛🏽	🧛🏾	🧛🏿
🧛‍♂️	man vampire	man,vampire,dracula,undead,fangs,blood,halloween,male								🧛🏻‍♂️	🧛🏼‍♂️	🧛🏽‍♂️	🧛🏾‍♂️	🧛🏿‍♂️
🧛‍♀️	woman vampire	woman,vampire,undead,fangs,blood,halloween,female								🧛🏻‍♀️	🧛🏼‍♀️	🧛🏽‍♀️	🧛🏾‍♀️	🧛🏿‍♀️
🧜	merperson	merperson,mermaid,merman,sea,ocean,fantasy,mythical								🧜🏻	🧜🏼	🧜🏽	🧜🏾	🧜🏿
🧜‍♂️	merman	merman,mermaid,sea,ocean,fantasy,mythical,male								🧜🏻‍♂️	🧜🏼‍♂️	🧜🏽‍♂️	🧜🏾‍♂️	🧜🏿‍♂️
🧜‍♀️	mermaid	mermaid,merperson,sea,ocean,fantasy,mythical,female								🧜🏻‍♀️	🧜🏼‍♀️	🧜🏽‍♀️	🧜🏾‍♀️	🧜🏿‍♀️
🧝	elf	elf,fantasy,magical,fairy,mythical,woodland								🧝🏻	🧝🏼	🧝🏽	🧝🏾	🧝🏿
🧝‍♂️	man elf	man,elf,fantasy,magical,fairy,mythical,woodland,male								🧝🏻‍♂️	🧝🏼‍♂️	🧝🏽‍♂️	🧝🏾‍♂️	🧝🏿‍♂️
🧝‍♀️	woman elf	woman,elf,fantasy,magical,fairy,mythical,woodland,female								🧝🏻‍♀️	🧝🏼‍♀️	🧝🏽‍♀️	🧝🏾‍♀️	🧝🏿‍♀️
🧞	genie	genie,lamp,magic,wish,spirit,fantasy
🧞‍♂️	man genie	man,genie,lamp,magic,wish,spirit,fantasy,male
🧞‍♀️	woman genie	woman,genie,lamp,magic,wish,spirit,fantasy,female
🧟	zombie	zombie,undead,walking dead,monster,halloween,brain
🧟‍♂️	man zombie	man,zombie,undead,walking dead,monster,halloween,brain,male
🧟‍♀️	woman zombie	woman,zombie,undead,walking dead,monster,halloween,brain,female
🧌	troll	troll,monster,mythical,fantasy,bridge,internet,folklore
💆	person getting massage	person,massage,relax,spa,therapy,pamper								💆🏻	💆🏼	💆🏽	💆🏾	💆🏿
💆‍♂️	man getting massage	man,massage,relax,spa,therapy,pamper,male								💆🏻‍♂️	💆🏼‍♂️	💆🏽‍♂️	💆🏾‍♂️	💆🏿‍♂️
💆‍♀️	woman getting massage	woman,massage,relax,spa,therapy,pamper,female								💆🏻‍♀️	💆🏼‍♀️	💆🏽‍♀️	💆🏾‍♀️	💆🏿‍♀️
💇	person getting haircut	person,haircut,hair,salon,barber,style								💇🏻	💇🏼	💇🏽	💇🏾	💇🏿
💇‍♂️	man getting haircut	man,haircut,hair,salon,barber,style,male								💇🏻‍♂️	💇🏼‍♂️	💇🏽‍♂️	💇🏾‍♂️	💇🏿‍♂️
💇‍♀️	woman getting haircut	woman,haircut,hair,salon,style,female								💇🏻‍♀️	💇🏼‍♀️	💇🏽‍♀️	💇🏾‍♀️	💇🏿‍♀️
🚶	person walking	person,walking,stroll,hike,move,foot								🚶🏻	🚶🏼	🚶🏽	🚶🏾	🚶🏿
🚶‍♂️	man walking	man,walking,stroll,hike,move,foot,male								🚶🏻‍♂️	🚶🏼‍♂️	🚶🏽‍♂️	🚶🏾‍♂️	🚶🏿‍♂️
🚶‍♀️	woman walking	woman,walking,stroll,hike,move,foot,female								🚶🏻‍♀️	🚶🏼‍♀️	🚶🏽‍♀️	🚶🏾‍♀️	🚶🏿‍♀️
🚶‍➡️	person walking facing right	person,walking,right,direction,forward,stroll								🚶🏻‍➡️	🚶🏼‍➡️	🚶🏽‍➡️	🚶🏾‍➡️	🚶🏿‍➡️
🚶‍♀️‍➡️	woman walking facing right	woman,walking,right,direction,forward,stroll,female								🚶🏻‍♀️‍➡️	🚶🏼‍♀️‍➡️	🚶🏽‍♀️‍➡️	🚶🏾‍♀️‍➡️	🚶🏿‍♀️‍➡️
🚶‍♂️‍➡️	man walking facing right	man,walking,right,direction,forward,stroll,male								🚶🏻‍♂️‍➡️	🚶🏼‍♂️‍➡️	🚶🏽‍♂️‍➡️	🚶🏾‍♂️‍➡️	🚶🏿‍♂️‍➡️
🧍	person standing	person,standing,stand,rest,wait								🧍🏻	🧍🏼	🧍🏽	🧍🏾	🧍🏿
🧍‍♂️	man standing	man,standing,stand,rest,wait,male								🧍🏻‍♂️	🧍🏼‍♂️	🧍🏽‍♂️	🧍🏾‍♂️	🧍🏿‍♂️
🧍‍♀️	woman standing	woman,standing,stand,rest,wait,female								🧍🏻‍♀️	🧍🏼‍♀️	🧍🏽‍♀️	🧍🏾‍♀️	🧍🏿‍♀️
🧎	person kneeling	person,kneeling,prayer,bow,respect,prostrate								🧎🏻	🧎🏼	🧎🏽	🧎🏾	🧎🏿
🧎‍♂️	man kneeling	man,kneeling,prayer,bow,respect,prostrate,male								🧎🏻‍♂️	🧎🏼‍♂️	🧎🏽‍♂️	🧎🏾‍♂️	🧎🏿‍♂️
🧎‍♀️	woman kneeling	woman,kneeling,prayer,bow,respect,prostrate,female								🧎🏻‍♀️	🧎🏼‍♀️	🧎🏽‍♀️	🧎🏾‍♀️	🧎🏿‍♀️
🧎‍➡️	person kneeling facing right	person,kneeling,right,direction,prayer,bow								🧎🏻‍➡️	🧎🏼‍➡️	🧎🏽‍➡️	🧎🏾‍➡️	🧎🏿‍➡️
🧎‍♀️‍➡️	woman kneeling facing right	woman,kneeling,right,direction,prayer,bow,female								🧎🏻‍♀️‍➡️	🧎🏼‍♀️‍➡️	🧎🏽‍♀️‍➡️	🧎🏾‍♀️‍➡️	🧎🏿‍♀️‍➡️
